Time(s),F69-1-AnoChasing,F69-2-AnoMutual,F69-3-AnoMutual,F69-4-N-N,F69-5-Body,H25-1-Body/Ano,H25-2-N-N,H25-3-N-N,H25-4-N-N,H25-5-N-N,H28-1-N-N,H28-2-N-N,H28-3-Ano,H28-4-Ano/Body,H28-5-N-N,H82-1-AnoMutual,H82-2-N-N/AnoChasing,H82-3-N-N,H82-4-BodyMutual,H82-5-N-N
6.93,0.142033892,-0.07211308,0.309493822,0.199981429,-0.065881283,0.414036349,-0.167273683,-0.124445788,-0.342679034*,0.121192509,0.133753,-0.00535,0.349297,0.125635,-0.03121,-0.50953,-0.13152,-0.03669,-0.14164,0.060945
6.94,0.144496892,-0.07456408,0.311596822,0.196707429,-0.067435283,0.414307349,-0.167702683,-0.124380788,-0.340075034*,0.121107509,0.136527,-0.00649,0.347605,0.124289,-0.03174,-0.51114,-0.1322,-0.03674,-0.14035,0.060547
6.95,0.146926892,-0.07699008,0.313692822,0.193445429,-0.068981283,0.414572349,-0.168142683,-0.124336788,-0.337456034*,0.121026509,0.139277,-0.00763,0.345927,0.122939,-0.03227,-0.51273,-0.13288,-0.0368,-0.13908,0.060132
6.96,0.149323892,-0.07939008,0.315780822,0.190198429,-0.070520283,0.414833349,-0.168592683,-0.124313788,-0.334823034*,0.120949509,0.142003,-0.00877,0.344263,0.121584,-0.0328,-0.51429,-0.13353,-0.03685,-0.13782,0.059702
6.97,0.151686892,-0.08176308,0.317862822,0.186964429,-0.072052283,0.415089349,-0.169053683,-0.124311788,-0.332175034*,0.120877509,0.144704,-0.00991,0.342613,0.120224,-0.03334,-0.51583,-0.13417,-0.0369,-0.13658,0.059255
6.98,0.154016892,-0.08411108,0.319936822,0.183746429,-0.073575283,0.415339349,-0.169524683,-0.124330788,-0.329514034*,0.120809509,0.14738,-0.01105,0.340977,0.118861,-0.03388,-0.51736,-0.13479,-0.03696,-0.13536,0.058792
6.99,0.156311892,-0.08643108,0.322003822,0.180544429,-0.075090283,0.415584349,-0.170005683,-0.124370788,-0.326840034*,0.120746509,0.15003,-0.01219,0.339356,0.117493,-0.03442,-0.51885,-0.13539,-0.03701,-0.13416,0.058314
7,0.158572892,-0.08872308,0.324063822,0.177359429,-0.076597283,0.415822349,-0.170496683,-0.124432788,-0.324153034*,0.120688509,0.152653,-0.01333,0.337751,0.116122,-0.03496,-0.52033,-0.13597,-0.03706,-0.13297,0.05782
7.01,0.160798892,-0.09098808,0.326117822,0.174190429,-0.078095283,0.416054349,-0.170997683,-0.124515788,-0.321455034*,0.120634509,0.155251,-0.01447,0.336161,0.114746,-0.03551,-0.52178,-0.13654,-0.03712,-0.13181,0.057311
7.02,0.162988892,-0.09322508,0.328163822,0.171039429,-0.079585283,0.416278349,-0.171507683,-0.124621788,-0.318744034*,0.120584509,0.157821,-0.01561,0.334586,0.113367,-0.03606,-0.52321,-0.13709,-0.03717,-0.13066,0.056786
7.03,0.165143892,-0.09543308,0.330202822,0.167907429,-0.081065283,0.416496349,-0.172028683,-0.124748788,-0.316022034*,0.120539509,0.160364,-0.01675,0.333028,0.111985,-0.03661,-0.52461,-0.13762,-0.03722,-0.12953,0.056245
7.04,0.167262892,-0.09761108,0.332235822,0.164793429,-0.082537283,0.416706349,-0.172558683,-0.124897788,-0.313290034*,0.120499509,0.16288,-0.01789,0.331486,0.110599,-0.03716,-0.526,-0.13813,-0.03728,-0.12842,0.05569
7.05,0.169345892,-0.09976108,0.334262822,0.161699429,-0.083999283,0.416908349,-0.173097683,-0.125068788,-0.310548034*,0.120463509,0.165367,-0.01903,0.32996,0.109209,-0.03771,-0.52736,-0.13863,-0.03733,-0.12732,0.055119
7.06,0.171391892,-0.10188108,0.336281822,0.158626429,-0.085451283,0.417103349,-0.173646683,-0.125262788,-0.307795034*,0.120432509,0.167827,-0.02017,0.328452,0.107817,-0.03827,-0.52869,-0.13911,-0.03738,-0.12625,0.054533
7.07,0.173401892,-0.10397008,0.338294822,0.155573429,-0.086894283,0.417288349,-0.174205683,-0.125478788,-0.305034034*,0.120406509,0.170258,-0.0213,0.32696,0.106422,-0.03882,-0.53,-0.13957,-0.03744,-0.12519,0.053933
7.08,0.175373892,-0.10602908,0.340301822,0.152541429,-0.088326283,0.417465349,-0.174772683,-0.125717788,-0.302263034*,0.120384509,0.17266,-0.02244,0.325486,0.105023,-0.03938,-0.53129,-0.14001,-0.03749,-0.12416,0.053317
7.09,0.177309892,-0.10805708,0.342302822,0.149532429,-0.089749283,0.417633349,-0.175349683,-0.125978788,-0.299485034*,0.120366509,0.175033,-0.02358,0.324029,0.103623,-0.03994,-0.53256,-0.14043,-0.03755,-0.12314,0.052687
7.1,0.179206892,-0.11005408,0.344296822,0.146546429,-0.091161283,0.417792349,-0.175934683,-0.126262788,-0.296699034*,0.120353509,0.177376,-0.02471,0.322591,0.102219,-0.0405,-0.5338,-0.14084,-0.0376,-0.12214,0.052043
7.11,0.181066892,-0.11201908,0.346284822,0.143583429,-0.092563283,0.417941349,-0.176529683,-0.126569788,-0.293905034*,0.120345509,0.17969,-0.02584,0.321171,0.100814,-0.04106,-0.53502,-0.14123,-0.03766,-0.12116,0.051384
7.12,0.182887892,-0.11395308,0.348266822,0.140643429,-0.093954283,0.418080349,-0.177132683,-0.126899788,-0.291105034*,0.120341509,0.181974,-0.02697,0.319769,0.099406,-0.04162,-0.53622,-0.1416,-0.03771,-0.1202,0.050712
7.13,0.184670892,-0.11585408,0.350242822,0.137729429,-0.095334283,0.418208349,-0.177745683,-0.127251788,-0.288298034*,0.120342509,0.184227,-0.0281,0.318385,0.097996,-0.04218,-0.53739,-0.14196,-0.03777,-0.11926,0.050025
7.14,0.186415892,-0.11772208,0.352213822,0.134839429,-0.096703283,0.418326349,-0.178365683,-0.127627788,-0.285486034*,0.120347509,0.18645,-0.02923,0.317021,0.096584,-0.04274,-0.53854,-0.14229,-0.03782,-0.11834,0.049324
7.15,0.188121892,-0.11955808,0.354177822,0.131975429,-0.098061283,0.418433349,-0.178994683,-0.128026788,-0.282669034*,0.120358509,0.188642,-0.03035,0.315676,0.09517,-0.0433,-0.53967,-0.14261,-0.03788,-0.11743,0.048609
7.16,0.189787892,-0.12136108,0.356136822,0.129137429,-0.099408283,0.418529349,-0.179632683,-0.128448788,-0.279847034*,0.120372509,0.190803,-0.03147,0.31435,0.093755,-0.04386,-0.54077,-0.14291,-0.03793,-0.11655,0.047881
7.17,0.191415892,-0.12313008,0.358089822,0.126326429,-0.100743283,0.418613349,-0.180278683,-0.128893788,-0.277020034*,0.120391509,0.192933,-0.03259,0.313044,0.092339,-0.04442,-0.54185,-0.1432,-0.03799,-0.11568,0.04714
7.18,0.193003892,-0.12486608,0.360037822,0.123543429,-0.102067283,0.418686349,-0.180932683,-0.129362788,-0.274191034*,0.120415509,0.195032,-0.03371,0.311757,0.090921,-0.04498,-0.5429,-0.14346,-0.03804,-0.11484,0.046385
7.19,0.194552892,-0.12656708,0.361979822,0.120787429,-0.103379283,0.418746349,-0.181593683,-0.129854788,-0.271358034*,0.120444509,0.197099,-0.03482,0.310491,0.089502,-0.04554,-0.54394,-0.14371,-0.0381,-0.11401,0.045617
7.2,0.196060892,-0.12823408,0.363916822,0.118060429,-0.104679283,0.418795349,-0.182263683,-0.130369788,-0.268522034*,0.120477509,0.199135,-0.03593,0.309245,0.088082,-0.0461,-0.54495,-0.14395,-0.03815,-0.1132,0.044836
7.21,0.197529892,-0.12986708,0.365848822,0.115362429,-0.105968283,0.418830349,-0.182941683,-0.130908788,-0.265685034*,0.120514509,0.201138,-0.03704,0.308019,0.086662,-0.04665,-0.54593,-0.14416,-0.03821,-0.11241,0.044043
7.22,0.198958892,-0.13146508,0.367774822,0.112694429,-0.107244283,0.418852349,-0.183626683,-0.131470788,-0.262846034*,0.120557509,0.20311,-0.03814,0.306814,0.085241,-0.04721,-0.54689,-0.14436,-0.03826,-0.11165,0.043237
7.23,0.200346892,-0.13302808,0.369695822,0.110055429,-0.108507283,0.418862349,-0.184319683,-0.132055788,-0.260006034*,0.120603509,0.205049,-0.03924,0.305629,0.083819,-0.04776,-0.54783,-0.14454,-0.03832,-0.1109,0.042418
7.24,0.201694892,-0.13455508,0.371612822,0.107448429,-0.109759283,0.418857349,-0.185019683,-0.132664788,-0.257166034*,0.120655509,0.206956,-0.04034,0.304466,0.082398,-0.04831,-0.54875,-0.14471,-0.03838,-0.11017,0.041588
7.25,0.203002892,-0.13604708,0.373523822,0.104871429,-0.110997283,0.418839349,-0.185726683,-0.133296788,-0.254326034*,0.120711509,0.20883,-0.04143,0.303324,0.080976,-0.04886,-0.54964,-0.14486,-0.03843,-0.10946,0.040745
7.26,0.204269892,-0.13750308,0.375430822,0.102326429,-0.112223283,0.418807349,-0.186441683,-0.133952788,-0.251486034*,0.120772509,0.210672,-0.04252,0.302204,0.079554,-0.04941,-0.55051,-0.14499,-0.03849,-0.10876,0.03989
7.27,0.205495892,-0.13892308,0.377332822,0.099814429,-0.113437283,0.418761349,-0.187162683,-0.134631788,-0.248648034*,0.120837509,0.212481,-0.0436,0.301105,0.078133,-0.04995,-0.55136,-0.1451,-0.03855,-0.10809,0.039024
7.28,0.206680892,-0.14030708,0.379230822,0.097334429,-0.114637283,0.418700349,-0.187891683,-0.135333788,-0.245812034*,0.120907509,0.214257,-0.04468,0.300027,0.076712,-0.0505,-0.55218,-0.1452,-0.0386,-0.10744,0.038146
7.29,0.207825892,-0.14165508,0.381123822,0.094887429,-0.115825283,0.418624349,-0.188626683,-0.136059788,-0.242978034*,0.120982509,0.216001,-0.04576,0.298972,0.075291,-0.05103,-0.55298,-0.14529,-0.03866,-0.10681,0.037257
7.3,0.208928892,-0.14296608,0.383011822,0.092474429,-0.116999283,0.418533349,-0.189368683,-0.136809788,-0.240147034*,0.121061509,0.217711,-0.04683,0.297938,0.073872,-0.05157,-0.55376,-0.14535,-0.03872,-0.10619,0.036357
7.31,0.209990892,-0.14424008,0.384895822,0.090095429,-0.118161283,0.418427349,-0.190116683,-0.137581788,-0.237319034*,0.121145509,0.219389,-0.04789,0.296927,0.072453,-0.0521,-0.55451,-0.14541,-0.03878,-0.1056,0.035446
7.32,0.211011892,-0.14547808,0.386775822,0.087751429,-0.119309283,0.418305349,-0.190870683,-0.138377788,-0.234495034*,0.121233509,0.221033,-0.04895,0.295939,0.071036,-0.05263,-0.55525,-0.14544,-0.03883,-0.10502,0.034524
7.33,0.211991892,-0.14667808,0.388651822,0.085442429,-0.120443283,0.418167349,-0.191631683,-0.139196788,-0.231676034*,0.121326509,0.222645,-0.05001,0.294972,0.06962,-0.05316,-0.55596,-0.14546,-0.03889,-0.10446,0.033592
7.34,0.212929892,-0.14784108,0.390522822,0.083168429,-0.121564283,0.418013349,-0.192398683,-0.140038788,-0.228862034*,0.121424509,0.224223,-0.05106,0.294029,0.068205,-0.05368,-0.55664,-0.14547,-0.03895,-0.10393,0.032649
7.35,0.213826892,-0.14896608,0.392390822,0.080930429,-0.122672283,0.417843349,-0.193171683,-0.140903788,-0.226054034*,0.121526509,0.225768,-0.0521,0.293108,0.066792,-0.0542,-0.55731,-0.14546,-0.03901,-0.10341,0.031696
7.36,0.214682892,-0.15005408,0.394253822,0.078729429,-0.123766283,0.417656349,-0.193950683,-0.141791788,-0.223252034*,0.121633509,0.227281,-0.05314,0.29221,0.065381,-0.05472,-0.55795,-0.14543,-0.03907,-0.10291,0.030734
7.37,0.215497892,-0.15110408,0.396113822,0.076564429,-0.124846283,0.417452349,-0.194734683,-0.142703788,-0.220456034*,0.121745509,0.22876,-0.05417,0.291335,0.063972,-0.05523,-0.55857,-0.14539,-0.03913,-0.10243,0.029761
7.38,0.216270892,-0.15211708,0.397969822,0.074437429,-0.125913283,0.417232349,-0.195524683,-0.143637788,-0.217668034*,0.121861509,0.230206,-0.0552,0.290483,0.062565,-0.05573,-0.55916,-0.14534,-0.03918,-0.10197,0.028779
7.39,0.217001892,-0.15309108,0.399821822,0.072347429,-0.126965283,0.416994349,-0.196319683,-0.144593788,-0.214888034*,0.121982509,0.231619,-0.05622,0.289654,0.061161,-0.05624,-0.55974,-0.14527,-0.03924,-0.10153,0.027788
7.4,0.217692892,-0.15402708,0.401670822,0.070296429,-0.128004283,0.416738349,-0.197120683,-0.145573788,-0.212117034*,0.122107509,0.232999,-0.05723,0.288849,0.059759,-0.05673,-0.56029,-0.14519,-0.0393,-0.10111,0.026788
7.41,0.218340892,-0.15492508,0.403515822,0.068282429,-0.129029283,0.416465349,-0.197925683,-0.146575788,-0.209354034*,0.122237509,0.234346,-0.05823,0.288067,0.05836,-0.05722,-0.56082,-0.14509,-0.03936,-0.1007,0.025779
7.42,0.218948892,-0.15578508,0.405356822,0.066308429,-0.130040283,0.416174349,-0.198735683,-0.147599788,-0.206601034*,0.122371509,0.23566,-0.05923,0.287309,0.056964,-0.05771,-0.56133,-0.14498,-0.03942,-0.10032,0.024761
7.43,0.219514892,-0.15660708,0.407194822,0.064372429,-0.131037283,0.415865349,-0.199551683,-0.148646788,-0.203858034*,0.122510509,0.236942,-0.06022,0.286575,0.055571,-0.05819,-0.56182,-0.14485,-0.03948,-0.09995,0.023735
7.44,0.220039892,-0.15739008,0.409028822,0.062476429,-0.132019283,0.415538349,-0.200371683,-0.149715788,-0.201126034*,0.122654509,0.23819,-0.06121,0.285864,0.054181,-0.05867,-0.56229,-0.14472,-0.03954,-0.09961,0.0227
7.45,0.220523892,-0.15813408,0.410860822,0.060620429,-0.132988283,0.415192349,-0.201195683,-0.150806788,-0.198405034*,0.122802509,0.239406,-0.06219,0.285177,0.052795,-0.05914,-0.56273,-0.14457,-0.03961,-0.09928,0.021658
7.46,0.220965892,-0.15884008,0.412688822,0.058805429,-0.133942283,0.414828349,-0.202024683,-0.151919788,-0.195696034*,0.122955509,0.24059,-0.06316,0.284513,0.051413,-0.0596,-0.56316,-0.1444,-0.03967,-0.09897,0.020608
7.47,0.221367892,-0.15950708,0.414513822,0.057029429,-0.134882283,0.414444349,-0.202856683,-0.153054788,-0.192999034*,0.123112509,0.241741,-0.06412,0.283874,0.050035,-0.06006,-0.56356,-0.14423,-0.03973,-0.09868,0.01955
7.48,0.221727892,-0.16013608,0.416334822,0.055295429,-0.135807283,0.414042349,-0.203693683,-0.154211788,-0.190315034*,0.123273509,0.24286,-0.06507,0.283259,0.04866,-0.06051,-0.56394,-0.14404,-0.03979,-0.09841,0.018485
7.49,0.222047892,-0.16072608,0.418153822,0.053601429,-0.136719283,0.413620349,-0.204534683,-0.155389788,-0.187644034*,0.123440509,0.243947,-0.06602,0.282667,0.04729,-0.06096,-0.5643,-0.14384,-0.03985,-0.09816,0.017413
7.5,0.222325892,-0.16127708,0.419968822,0.051949429,-0.137616283,0.413179349,-0.205379683,-0.156588788,-0.184988034*,0.123610509,0.245002,-0.06695,0.2821,0.045925,-0.0614,-0.56464,-0.14363,-0.03991,-0.09792,0.016333
7.51,0.222563892,-0.16178908,0.421781822,0.050339429,-0.138498283,0.412718349,-0.206227683,-0.157809788,-0.182346034*,0.123785509,0.246025,-0.06788,0.281557,0.044564,-0.06183,-0.56496,-0.1434,-0.03998,-0.0977,0.015248
7.52,0.222761892,-0.16226208,0.423590822,0.048770429,-0.139367283,0.412238349,-0.207078683,-0.159051788,-0.179719034*,0.123965509,0.247017,-0.0688,0.281038,0.043207,-0.06225,-0.56526,-0.14317,-0.04004,-0.09751,0.014155
7.53,0.222917892,-0.16269708,0.425397822,0.047244429,-0.140220283,0.411737349,-0.207933683,-0.160313788,-0.177108034*,0.124148509,0.247977,-0.06971,0.280544,0.041856,-0.06267,-0.56553,-0.14292,-0.0401,-0.09733,0.013057
7.54,0.223034892,-0.16309308,0.427201822,0.045761429,-0.141060283,0.411217349,-0.208790683,-0.161596788,-0.174512034*,0.124337509,0.248906,-0.07061,0.280073,0.04051,-0.06308,-0.56579,-0.14267,-0.04016,-0.09717,0.011952
7.55,0.223110892,-0.16345008,0.429002822,0.044320429,-0.141885283,0.410676349,-0.209651683,-0.162900788,-0.171934034*,0.124529509,0.249803,-0.07151,0.279627,0.03917,-0.06348,-0.56603,-0.1424,-0.04023,-0.09702,0.010842
7.56,0.223146892,-0.16376808,0.430800822,0.042922429,-0.142695283,0.410115349,-0.210515683,-0.164223788,-0.169373034*,0.124726509,0.25067,-0.07239,0.279205,0.037835,-0.06388,-0.56625,-0.14212,-0.04029,-0.0969,0.009726
7.57,0.223142892,-0.16404708,0.432595822,0.041567429,-0.143491283,0.409534349,-0.211381683,-0.165567788,-0.166830034*,0.124927509,0.251507,-0.07326,0.278808,0.036506,-0.06427,-0.56645,-0.14184,-0.04036,-0.09679,0.008605
7.58,0.223098892,-0.16428808,0.434387822,0.040256429,-0.144273283,0.408932349,-0.212249683,-0.166931788,-0.164305034*,0.125133509,0.252313,-0.07413,0.278434,0.035183,-0.06465,-0.56662,-0.14154,-0.04042,-0.0967,0.007478
7.59,0.223015892,-0.16449008,0.436177822,0.038988429,-0.145040283,0.408309349,-0.213120683,-0.168314788,-0.161799034*,0.125343509,0.253089,-0.07498,0.278085,0.033866,-0.06502,-0.56678,-0.14124,-0.04049,-0.09663,0.006347
7.6,0.222892892,-0.16465408,0.437964822,0.037764429,-0.145792283,0.407665349,-0.213993683,-0.169717788,-0.159312034*,0.125557509,0.253835,-0.07583,0.277761,0.032555,-0.06538,-0.56692,-0.14092,-0.04055,-0.09658,0.005211
7.61,0.222730892,-0.16477908,0.439749822,0.036583429,-0.146531283,0.407001349,-0.214868683,-0.171139788,-0.156845034*,0.125775509,0.254551,-0.07666,0.27746,0.031251,-0.06573,-0.56705,-0.1406,-0.04062,-0.09654,0.004071
7.62,0.222529892,-0.16486508,0.441530822,0.035447429,-0.147254283,0.406315349,-0.215744683,-0.172580788,-0.154399034*,0.125997509,0.255238,-0.07748,0.277184,0.029954,-0.06608,-0.56715,-0.14027,-0.04068,-0.09653,0.002927
7.63,0.222289892,-0.16491308,0.443309822,0.034355429,-0.147964283,0.405608349,-0.216623683,-0.174040788,-0.151973034*,0.126224509,0.255896,-0.0783,0.276932,0.028663,-0.06642,-0.56723,-0.13993,-0.04075,-0.09652,0.001778
7.64,0.222010892,-0.16492208,0.445086822,0.033308429,-0.148659283,0.404880349,-0.217502683,-0.175518788,-0.149569034*,0.126455509,0.256526,-0.0791,0.276705,0.02738,-0.06675,-0.5673,-0.13958,-0.04082,-0.09654,0.000626
7.65,0.221693892,-0.16489408,0.446859822,0.032305429,-0.149339283,0.404131349,-0.218383683,-0.177014788,-0.147187034*,0.126689509,0.257126,-0.07989,0.276501,0.026104,-0.06706,-0.56734,-0.13923,-0.04088,-0.09658,-0.00053
7.66,0.221338892,-0.16482708,0.448630822,0.031346429,-0.150005283,0.403360349,-0.219265683,-0.178528788,-0.144828034*,0.126928509,0.257699,-0.08067,0.276322,0.024835,-0.06737,-0.56737,-0.13887,-0.04095,-0.09663,-0.00169
7.67,0.220945892,-0.16472208,0.450399822,0.030433429,-0.150657283,0.402567349,-0.220149683,-0.180060788,-0.142491034*,0.127171509,0.258244,-0.08144,0.276167,0.023574,-0.06767,-0.56738,-0.1385,-0.04102,-0.0967,-0.00285
7.68,0.220513892,-0.16457908,0.452164822,0.029564429,-0.151295283,0.401753349,-0.221032683,-0.181610788,-0.140178034*,0.127417509,0.258761,-0.0822,0.276035,0.022322,-0.06796,-0.56737,-0.13813,-0.04109,-0.09678,-0.00402
7.69,0.220045892,-0.16439808,0.453927822,0.028739429,-0.151919283,0.400917349,-0.221917683,-0.183176788,-0.137889034*,0.127668509,0.259251,-0.08294,0.275928,0.021077,-0.06825,-0.56735,-0.13775,-0.04116,-0.09689,-0.00518
7.7,0.219539892,-0.16417908,0.455687822,0.027960429,-0.152528283,0.400059349,-0.222802683,-0.184760788,-0.135625034*,0.127922509,0.259715,-0.08368,0.275845,0.01984,-0.06852,-0.56731,-0.13736,-0.04123,-0.09701,-0.00635
7.71,0.218996892,-0.16392308,0.457445822,0.027226429,-0.153123283,0.399180349,-0.223687683,-0.186360788,-0.133385034*,0.128180509,0.260151,-0.0844,0.275786,0.018612,-0.06878,-0.56725,-0.13697,-0.04129,-0.09714,-0.00753
7.72,0.218417892,-0.16363008,0.459199822,0.026537429,-0.153704283,0.398279349,-0.224572683,-0.187976788,-0.131171034*,0.128442509,0.260562,-0.08511,0.27575,0.017392,-0.06903,-0.56717,-0.13657,-0.04136,-0.0973,-0.0087
7.73,0.217801892,-0.16329908,0.460951822,0.025892429,-0.154270283,0.397355349,-0.225457683,-0.189609788,-0.128983034*,0.128708509,0.260947,-0.08581,0.275738,0.016181,-0.06927,-0.56708,-0.13617,-0.04143,-0.09747,-0.00987
7.74,0.217149892,-0.16293108,0.462700822,0.025293429,-0.154823283,0.396410349,-0.226342683,-0.191257788,-0.126822034*,0.128977509,0.261306,-0.0865,0.27575,0.01498,-0.0695,-0.56697,-0.13577,-0.0415,-0.09765,-0.01105
7.75,0.216461892,-0.16252508,0.464446822,0.024739429,-0.155362283,0.395443349,-0.227227683,-0.192921788,-0.124687034*,0.129250509,0.261641,-0.08717,0.275785,0.013787,-0.06972,-0.56684,-0.13536,-0.04158,-0.09786,-0.01223
7.76,0.215738892,-0.16208408,0.466189822,0.024230429,-0.155887283,0.394454349,-0.228111683,-0.194600788,-0.122579034*,0.129527509,0.261951,-0.08783,0.275844,0.012604,-0.06992,-0.5667,-0.13495,-0.04165,-0.09807,-0.01341
7.77,0.214979892,-0.16160508,0.467929822,0.023766429,-0.156398283,0.393442349,-0.228994683,-0.196293788,-0.120500034*,0.129807509,0.262237,-0.08848,0.275927,0.01143,-0.07012,-0.56654,-0.13453,-0.04172,-0.09831,-0.01459
7.78,0.214185892,-0.16109008,0.469666822,0.023346429,-0.156895283,0.392409349,-0.229877683,-0.198001788,-0.118449034*,0.130090509,0.262499,-0.08912,0.276032,0.010266,-0.07031,-0.56637,-0.13412,-0.04179,-0.09856,-0.01577
7.79,0.213357892,-0.16053908,0.471400822,0.022972429,-0.157379283,0.391353349,-0.230758683,-0.199723788,-0.116426034*,0.130377509,0.262737,-0.08974,0.276161,0.009112,-0.07048,-0.56618,-0.1337,-0.04186,-0.09883,-0.01695
7.8,0.212494892,-0.15995108,0.473131822,0.022643429,-0.157848283,0.390276349,-0.231638683,-0.201460788,-0.114433034*,0.130667509,0.262953,-0.09035,0.276313,0.007968,-0.07065,-0.56597,-0.13327,-0.04194,-0.09911,-0.01813
7.81,0.211598892,-0.15932808,0.474859822,0.022358429,-0.158305283,0.389176349,-0.232516683,-0.203209788,-0.112469034*,0.130960509,0.263146,-0.09094,0.276488,0.006835,-0.0708,-0.56575,-0.13285,-0.04201,-0.09941,-0.01931
7.82,0.210667892,-0.15866908,0.476583822,0.022118429,-0.158747283,0.388055349,-0.233393683,-0.204972788,-0.110536034*,0.131257509,0.263317,-0.09153,0.276685,0.005712,-0.07094,-0.56552,-0.13243,-0.04208,-0.09973,-0.02049
7.83,0.209704892,-0.15797408,0.478304822,0.021923429,-0.159176283,0.386911349,-0.234268683,-0.206748788,-0.108633034*,0.131556509,0.263466,-0.0921,0.276906,0.004599,-0.07107,-0.56527,-0.132,-0.04216,-0.10006,-0.02168
7.84,0.208707892,-0.15724408,0.480021822,0.021772429,-0.159592283,0.385745349,-0.235142683,-0.208536788,-0.106760034*,0.131859509,0.263594,-0.09265,0.277149,0.003498,-0.07118,-0.56501,-0.13157,-0.04223,-0.1004,-0.02285
7.85,0.207678892,-0.15648008,0.481735822,0.021666429,-0.159995283,0.384557349,-0.236013683,-0.210336788,-0.104920034*,0.132164509,0.263701,-0.09319,0.277414,0.002407,-0.07129,-0.56473,-0.13115,-0.0423,-0.10076,-0.02403
7.86,0.206617892,-0.15568008,0.483446822,0.021603429,-0.160384283,0.383347349,-0.236881683,-0.212149788,-0.103111034*,0.132473509,0.263788,-0.09372,0.277702,0.001328,-0.07138,-0.56443,-0.13072,-0.04238,-0.10114,-0.02521
7.87,0.205523892,-0.15484608,0.485152822,0.021585429,-0.160760283,0.382115349,-0.237748683,-0.213972788,-0.101334034*,0.132784509,0.263855,-0.09423,0.278012,0.00026,-0.07146,-0.56413,-0.1303,-0.04245,-0.10153,-0.02639
7.88,0.204399892,-0.15397708,0.486855822,0.021611429,-0.161123283,0.380862349,-0.238611683,-0.215807788,-0.099590034*,0.133098509,0.263903,-0.09473,0.278344,-0.0008,-0.07153,-0.56381,-0.12987,-0.04253,-0.10194,-0.02756
7.89,0.203243892,-0.15307508,0.488554822,0.021680429,-0.161473283,0.379586349,-0.239472683,-0.217653788,-0.097878034*,0.133415509,0.263932,-0.09522,0.278697,-0.00184,-0.07159,-0.56347,-0.12945,-0.04261,-0.10236,-0.02874
7.9,0.202056892,-0.15213808,0.490249822,0.021794429,-0.161810283,0.378289349,-0.240330683,-0.219508788,-0.096200034*,0.133734509,0.263943,-0.09569,0.279073,-0.00287,-0.07163,-0.56313,-0.12903,-0.04268,-0.1028,-0.02991
7.91,0.200839892,-0.15116808,0.491940822,0.021950429,-0.162134283,0.376970349,-0.241185683,-0.221374788,-0.094556034*,0.134056509,0.263935,-0.09615,0.27947,-0.00389,-0.07166,-0.56277,-0.12861,-0.04276,-0.10325,-0.03108
7.92,0.199592892,-0.15016508,0.493627822,0.022150429,-0.162446283,0.375629349,-0.242036683,-0.223250788,-0.092946034*,0.134381509,0.26391,-0.09659,0.279889,-0.0049,-0.07168,-0.56239,-0.12819,-0.04284,-0.10372,-0.03224
7.93,0.198315892,-0.14912908,0.495309822,0.022392429,-0.162745283,0.374266349,-0.242884683,-0.225135788,-0.091371034*,0.134707509,0.263868,-0.09702,0.280328,-0.0059,-0.07168,-0.56201,-0.12778,-0.04291,-0.1042,-0.03341
7.94,0.197009892,-0.14806008,0.496987822,0.022677429,-0.163031283,0.372882349,-0.243728683,-0.227028788,-0.089830034*,0.135036509,0.26381,-0.09743,0.280789,-0.00688,-0.07168,-0.56161,-0.12737,-0.04299,-0.10469,-0.03457
7.95,0.195675892,-0.14695808,0.498660822,0.023005429,-0.163305283,0.371477349,-0.244568683,-0.228931788,-0.088325034*,0.135367509,0.263736,-0.09782,0.281271,-0.00785,-0.07165,-0.5612,-0.12696,-0.04307,-0.1052,-0.03573
7.96,0.194312892,-0.14582508,0.500328822,0.023375429,-0.163567283,0.370050349,-0.245405683,-0.230841788,-0.086855034*,0.135700509,0.263646,-0.09821,0.281773,-0.00881,-0.07162,-0.56078,-0.12656,-0.04315,-0.10573,-0.03688
7.97,0.192921892,-0.14465908,0.501992822,0.023787429,-0.163817283,0.368602349,-0.246237683,-0.232759788,-0.085421034*,0.136035509,0.263542,-0.09857,0.282296,-0.00976,-0.07157,-0.56034,-0.12616,-0.04323,-0.10626,-0.03803
7.98,0.191503892,-0.14346208,0.503650822,0.024240429,-0.164054283,0.367132349,-0.247065683,-0.234685788,-0.084023034*,0.136372509,0.263423,-0.09892,0.282839,-0.01069,-0.07151,-0.5599,-0.12577,-0.0433,-0.10681,-0.03918
7.99,0.190057892,-0.14223408,0.505303822,0.024735429,-0.164279283,0.365642349,-0.247888683,-0.236617788,-0.082662034*,0.136710509,0.26329,-0.09926,0.283403,-0.0116,-0.07144,-0.55944,-0.12538,-0.04338,-0.10738,-0.04032
8,0.188585892,-0.14097408,0.506951822,0.025271429,-0.164493283,0.364131349,-0.248707683,-0.238556788,-0.081338034*,0.137050509,0.263144,-0.09958,0.283986,-0.01251,-0.07135,-0.55898,-0.125,-0.04346,-0.10796,-0.04147
8.01,0.187087892,-0.13968408,0.508594822,0.025847429,-0.164694283,0.362599349,-0.249520683,-0.240501788,-0.080051034*,0.137392509,0.262985,-0.09989,0.284589,-0.0134,-0.07125,-0.5585,-0.12463,-0.04354,-0.10855,-0.0426
